team_id,season,home_attendance,wins,playoff_flag,team_name,league,division,market_tier,metro_population_m,source_note,stadium_capacity,market_base_price,market_multiplier,wins_percentile,ticket_price_proxy,playoff_rate,sponsorship_proxy,attendance_pct,attendance_yoy_growth,attendance_consistency,wins_trend,engagement_momentum,revenue_potential,revenue_proxy,fan_demand,operational_efficiency,fan_demand_score,revenue_potential_score,engagement_momentum_score,operational_efficiency_score,cpi,cpi_rank,cpi_tier
ATL,2015,2249736,87,0,Atlanta Braves,NL,NL East,Large,6.3,"Approximate metro population, public estimates",41000,45,1.15,0.65,49.28,0.0,126.2,0.677427280939476,0.0,1.0,0.0,0.0,127497038.592,127497038.592,0.588713640469738,1.0,70.0,76.66666666666667,36.666666666666664,51.66666666666667,62.58,10.0,Middle 20
ATL,2016,1777709,66,0,Atlanta Braves,NL,NL East,Large,6.3,"Approximate metro population, public estimates",41000,45,1.15,0.15,42.53,0.0,117.6,0.5352932851550738,-0.20981439600024177,0.899496087743709,-0.525,-0.525,86946858.33549999,86946858.33549999,0.4400670655134037,0.899496087743709,40.0,60.0,10.0,50.0,41.5,19.0,Middle 20
ATL,2017,1694380,73,0,Atlanta Braves,NL,NL East,Large,6.3,"Approximate metro population, public estimates",41000,45,1.15,0.36666666666666664,45.45,0.0,121.3,0.5102017464619091,-0.04687437595241961,0.9098186665167166,-0.11666666666666643,-0.11666666666666643,88561006.64999999,88561006.64999999,0.4708369458720288,0.9098186665167166,36.666666666666664,60.0,26.666666666666668,63.33333333333333,45.67,18.0,Middle 20
ATL,2018,1637998,63,0,Atlanta Braves,NL,NL East,Large,6.3,"Approximate metro population, public estimates",41000,45,1.15,0.11666666666666667,42.08,0.0,117.0,0.49322433002107796,-0.033275888525596375,0.9159440690992716,-0.21666666666666642,-0.21666666666666642,79265999.21599999,79265999.21599999,0.4672792101539578,0.9159440690992716,50.0,53.333333333333336,21.666666666666668,73.33333333333333,48.83,16.0,Middle 20
ATL,2019,2320662,84,0,Atlanta Braves,NL,NL East,Large,6.3,"Approximate metro population, public estimates",41000,45,1.15,0.7,49.95,0.0,127.1,0.6987841011743451,0.41676729764016796,0.9054682655060659,0.5333333333333335,0.5333333333333335,133304626.935,133304626.935,0.679950941373731,0.9054682655060659,83.33333333333334,80.0,83.33333333333334,56.666666666666664,78.33,5.0,Top 5
ATL,2020,2547348,89,1,Atlanta Braves,NL,NL East,Large,6.3,"Approximate metro population, public estimates",41000,45,1.15,0.6666666666666666,49.5,0.3333333333333333,134.2,0.7670424570912375,0.0976816098165092,0.8634627409838429,0.5166666666666664,0.683333333333333,145007784.89999998,145007784.89999998,0.6238073162457067,0.8634627409838429,73.33333333333333,86.66666666666667,76.66666666666667,30.0,71.5,6.0,Middle 20
ATL,2021,1928585,75,0,Atlanta Braves,NL,NL East,Large,6.3,"Approximate metro population, public estimates",41000,45,1.15,0.45,46.58,0.3333333333333333,130.4,0.5807241794640169,-0.24290477783169007,0.8781396773877188,-0.3833333333333336,-0.21666666666666692,103308512.695,103308512.695,0.4491708146210156,0.8781396773877188,40.0,63.33333333333333,33.33333333333333,50.0,47.17,18.0,Middle 20
ATL,2022,2639490,93,1,Atlanta Braves,NL,NL East,Large,6.3,"Approximate metro population, public estimates",41000,45,1.15,0.8,51.3,0.6666666666666666,144.1,0.7947877145438121,0.36861481345131275,0.9046403566375066,0.3666666666666664,0.6999999999999997,155716712.54999998,155716712.54999998,0.715707649794111,0.9046403566375066,83.33333333333334,86.66666666666667,76.66666666666667,70.0,81.0,3.0,Top 5
ATL,2023,2249987,83,0,Atlanta Braves,NL,NL East,Large,6.3,"Approximate metro population, public estimates",41000,45,1.15,0.6166666666666667,48.82,0.3333333333333333,133.3,0.6775028605841614,-0.147567522513819,0.9031983615969044,-0.03333333333333357,0.13333333333333308,126321020.14099999,126321020.14099999,0.5276591400628521,0.9031983615969044,56.666666666666664,83.33333333333334,56.666666666666664,70.0,66.67,9.0,Middle 20
ATL,2024,1345233,61,0,Atlanta Braves,NL,NL East,Large,6.3,"Approximate metro population, public estimates",41000,45,1.15,0.06666666666666667,41.4,0.3333333333333333,123.8,0.4050686540198735,-0.40211521222122615,0.8352018270227735,-0.9,-0.7333333333333334,64046543.12999999,64046543.12999999,0.3108059807103236,0.8352018270227735,6.666666666666667,33.33333333333333,10.0,16.666666666666664,16.83,28.0,Bottom 5
BAL,2015,1559379,71,0,Baltimore Orioles,AL,AL East,Medium,2.8,"Approximate metro population, public estimates",45971,35,1.0,0.4,35.7,0.0,106.0,0.4187768939677752,0.0,1.0,0.0,0.0,55669830.300000004,55669830.300000004,0.4593884469838876,1.0,20.0,23.333333333333332,36.666666666666664,51.66666666666667,29.08,25.0,Middle 20
BAL,2016,1493594,69,0,Baltimore Orioles,AL,AL East,Medium,2.8,"Approximate metro population, public estimates",45971,35,1.0,0.3333333333333333,35.0,0.0,105.0,0.4011100932928462,-0.04218666533280235,0.9875076854408866,-0.05,-0.05,52275790.0,52275790.0,0.4368853016734442,0.9875076854408866,36.666666666666664,13.333333333333334,46.666666666666664,96.66666666666667,40.67,22.0,Middle 20
BAL,2017,1787074,71,0,Baltimore Orioles,AL,AL East,Medium,2.8,"Approximate metro population, public estimates",45971,35,1.0,0.3,34.65,0.0,104.5,0.47992521318458686,0.19649248724887758,0.9586416958909132,0.03333333333333357,0.03333333333333357,61922114.099999994,61922114.099999994,0.5287461523772412,0.9586416958909132,60.0,23.333333333333332,43.333333333333336,90.0,50.17,14.0,Middle 20
BAL,2018,1790033,74,0,Baltimore Orioles,AL,AL East,Medium,2.8,"Approximate metro population, public estimates",45971,35,1.0,0.4666666666666667,36.4,0.0,107.0,0.4807198633813964,0.0016557792234681568,0.9587302225846583,0.13333333333333358,0.13333333333333358,65157201.199999996,65157201.199999996,0.4804564321427298,0.9587302225846583,53.333333333333336,40.0,60.0,96.66666666666667,57.17,14.0,Middle 20
BAL,2019,1524341,68,0,Baltimore Orioles,AL,AL East,Medium,2.8,"Approximate metro population, public estimates",45971,35,1.0,0.2,33.6,0.0,103.0,0.4093673118130566,-0.1484285485239658,0.9565182453924692,-0.15,-0.15,51217857.6,51217857.6,0.40670608012365417,0.9565182453924692,23.333333333333332,20.0,26.666666666666668,93.33333333333333,33.5,23.0,Middle 20
BAL,2020,2744347,97,1,Baltimore Orioles,AL,AL East,Medium,2.8,"Approximate metro population, public estimates",45971,35,1.0,0.9,40.95,0.3333333333333333,120.2,0.7370043540600341,0.8003497904996324,0.8558971166671138,0.8666666666666665,1.0,112381009.65,112381009.65,0.7825639038217036,0.8558971166671138,100.0,66.66666666666666,100.0,23.333333333333332,78.5,3.0,Top 5
BAL,2021,1639165,66,0,Baltimore Orioles,AL,AL East,Medium,2.8,"Approximate metro population, public estimates",45971,35,1.0,0.16666666666666666,33.25,0.3333333333333333,109.2,0.44020371404301856,-0.4027121934653307,0.8503331421110325,-0.55,-0.3833333333333334,54502236.25,54502236.25,0.3320070941829347,0.8503331421110325,10.0,13.333333333333334,10.0,26.666666666666668,13.5,29.0,Bottom 5
BAL,2022,1495939,66,0,Baltimore Orioles,AL,AL East,Medium,2.8,"Approximate metro population, public estimates",45971,35,1.0,0.11666666666666667,32.72,0.3333333333333333,108.4,0.4017398515596655,-0.0873774147202997,0.8391876174509508,-0.5166666666666664,-0.34999999999999976,48947124.08,48947124.08,0.38882247646249557,0.8391876174509508,13.333333333333334,16.666666666666664,16.666666666666664,13.333333333333334,15.0,29.0,Bottom 5
BAL,2023,2797446,99,1,Baltimore Orioles,AL,AL East,Medium,2.8,"Approximate metro population, public estimates",45971,35,1.0,0.9833333333333333,41.82,0.3333333333333333,121.4,0.7512642833606049,0.8700267858515622,0.8126719172454212,1.1,1.0,116989191.72,116989191.72,0.7963068174545483,0.8126719172454212,100.0,80.0,96.66666666666667,3.3333333333333335,78.83,5.0,Top 5
BAL,2024,2467714,87,0,Baltimore Orioles,AL,AL East,Medium,2.8,"Approximate metro population, public estimates",45971,35,1.0,0.65,38.32,0.3333333333333333,116.4,0.662713557205012,-0.11786894188484787,0.8302294167187154,0.15,0.31666666666666665,94562800.48,94562800.48,0.5094468973109729,0.8302294167187154,46.666666666666664,46.666666666666664,58.333333333333336,10.0,43.5,20.0,Middle 20
BOS,2015,2090343,91,1,Boston Red Sox,AL,AL East,Large,5.0,"Approximate metro population, public estimates",37755,45,1.15,0.8,51.3,1.0,151.8,0.6835307562893314,0.0,1.0,0.0,0.5,123319785.28499998,123319785.28499998,0.5917653781446657,1.0,73.33333333333333,70.0,86.66666666666667,51.66666666666667,71.75,8.0,Middle 20
BOS,2016,1588563,72,0,Boston Red Sox,AL,AL East,Large,5.0,"Approximate metro population, public estimates",37755,45,1.15,0.43333333333333335,46.35,0.5,134.0,0.5194514339528244,-0.24004672917315484,0.8839783985233626,-0.475,-0.22499999999999998,84674379.30749999,84674379.30749999,0.42070863431396416,0.8839783985233626,33.33333333333333,53.333333333333336,33.33333333333333,43.333333333333336,40.83,21.0,Middle 20
BOS,2017,1693361,68,0,Boston Red Sox,AL,AL East,Large,5.0,"Approximate metro population, public estimates",37755,45,1.15,0.13333333333333333,42.3,0.3333333333333333,125.0,0.5537198081850004,0.06597031405112674,0.913448254650114,-0.45,-0.2833333333333333,82373545.84499998,82373545.84499998,0.5217145462678104,0.913448254650114,56.666666666666664,46.666666666666664,16.666666666666664,66.66666666666666,47.17,16.0,Middle 20
BOS,2018,2422359,95,1,Boston Red Sox,AL,AL East,Large,5.0,"Approximate metro population, public estimates",37755,45,1.15,0.8333333333333334,51.75,0.3333333333333333,137.0,0.7920981768419194,0.4305035961026622,0.874868533934746,0.8333333333333336,1.0,144160639.98749998,144160639.98749998,0.7223921209303118,0.874868533934746,93.33333333333333,86.66666666666667,98.33333333333333,36.666666666666664,83.83,2.0,Top 5
BOS,2019,1897891,75,0,Boston Red Sox,AL,AL East,Large,5.0,"Approximate metro population, public estimates",37755,45,1.15,0.4,45.9,0.3333333333333333,129.6,0.6206000022889618,-0.2165112603045214,0.8787391133276022,-0.21666666666666642,-0.04999999999999977,100180176.43499999,100180176.43499999,0.47585696440025116,0.8787391133276022,46.666666666666664,60.0,41.66666666666667,36.666666666666664,48.17,16.0,Middle 20
BOS,2020,1771090,78,0,Boston Red Sox,AL,AL East,Large,5.0,"Approximate metro population, public estimates",37755,45,1.15,0.3333333333333333,45.0,0.3333333333333333,128.4,0.5791367671030409,-0.0668115292184851,0.892596316561997,-0.23333333333333356,-0.0666666666666669,91653907.5,91653907.5,0.4960145803873984,0.892596316561997,36.666666666666664,53.333333333333336,30.0,60.0,43.83,21.0,Middle 20
BOS,2021,1595593,69,0,Boston Red Sox,AL,AL East,Large,5.0,"Approximate metro population, public estimates",37755,45,1.15,0.31666666666666665,44.78,0.0,120.5,0.5217502055978196,-0.0990898260393317,0.8835826791638076,-0.25,-0.25,82168252.721,82168252.721,0.4569983160800288,0.8835826791638076,43.333333333333336,43.333333333333336,30.0,60.0,43.17,20.0,Middle 20
BOS,2022,1633985,70,0,Boston Red Sox,AL,AL East,Large,5.0,"Approximate metro population, public estimates",37755,45,1.15,0.21666666666666667,43.42,0.0,118.7,0.5343041801347544,0.024061273770942915,0.9549091364838642,-0.11666666666666643,-0.11666666666666643,81589773.005,81589773.005,0.511894692631079,0.9549091364838642,43.333333333333336,43.333333333333336,33.33333333333333,100.0,49.83,17.0,Middle 20
BOS,2023,2275650,95,1,Boston Red Sox,AL,AL East,Large,5.0,"Approximate metro population, public estimates",37755,45,1.15,0.8666666666666667,52.2,0.3333333333333333,137.6,0.7441251342721347,0.39269944338534324,0.897466516212391,0.85,1.0,136607269.5,136607269.5,0.6946040570355009,0.897466516212391,93.33333333333333,90.0,96.66666666666667,63.33333333333333,88.5,1.0,Top 5
BOS,2024,2354779,99,1,Boston Red Sox,AL,AL East,Large,5.0,"Approximate metro population, public estimates",37755,45,1.15,0.9833333333333333,53.78,0.6666666666666666,147.3,0.7699998855519096,0.034772043152505816,0.8672461815119524,0.55,0.8833333333333333,145636016.813,145636016.813,0.6105044989420694,0.8672461815119524,70.0,80.0,96.66666666666667,46.666666666666664,74.83,6.0,Middle 20
CHC,2015,1322646,61,0,Chicago Cubs,NL,NL Central,Large,9.5,"Approximate metro population, public estimates",41649,45,1.15,0.03333333333333333,40.95,0.0,115.6,0.3920613451214426,0.0,1.0,0.0,0.0,62286706.754999995,62286706.754999995,0.44603067256072126,1.0,6.666666666666667,33.33333333333333,36.666666666666664,51.66666666666667,27.42,26.0,Bottom 5
CHC,2016,2385547,85,0,Chicago Cubs,NL,NL Central,Large,9.5,"Approximate metro population, public estimates",41649,45,1.15,0.7333333333333333,50.4,0.0,127.6,0.7071285632515594,0.803617143211411,0.7772138335306132,0.6,0.6,138266304.11999997,138266304.11999997,0.7487720258112858,0.7772138335306132,100.0,86.66666666666667,88.33333333333333,10.0,80.17,4.0,Top 5
CHC,2017,1811566,76,0,Chicago Cubs,NL,NL Central,Large,9.5,"Approximate metro population, public estimates",41649,45,1.15,0.48333333333333334,47.02,0.0,123.3,0.5369879791994768,-0.24060770967832534,0.8422983304109608,0.1,0.1,97956808.318,97956808.318,0.41891664478289725,0.8422983304109608,16.666666666666664,66.66666666666666,50.0,13.333333333333334,37.83,21.0,Middle 20
CHC,2018,2123909,75,0,Chicago Cubs,NL,NL Central,Large,9.5,"Approximate metro population, public estimates",41649,45,1.15,0.5,47.25,0.0,123.6,0.6295733094535787,0.17241602017260216,0.864532385937369,-0.18333333333333357,-0.18333333333333357,115407905.2875,115407905.2875,0.5740237562542821,0.864532385937369,66.66666666666666,66.66666666666666,33.33333333333333,26.666666666666668,54.0,15.0,Middle 20
CHC,2019,2317030,81,0,Chicago Cubs,NL,NL Central,Large,9.5,"Approximate metro population, public estimates",41649,45,1.15,0.6666666666666666,49.5,0.0,126.5,0.6868186185016522,0.09092715365865489,0.9238021113323087,0.18333333333333357,0.18333333333333357,131896932.74999999,131896932.74999999,0.597091625498567,0.9238021113323087,66.66666666666666,76.66666666666667,63.33333333333333,70.0,69.5,10.0,Middle 20
CHC,2020,2662688,94,0,Chicago Cubs,NL,NL Central,Large,9.5,"Approximate metro population, public estimates",41649,45,1.15,0.85,51.98,0.0,129.7,0.7892792469933178,0.14918149527628044,0.8943459497773721,0.5333333333333335,0.5333333333333335,159167500.57599998,159167500.57599998,0.655521484760072,0.8943459497773721,80.0,93.33333333333333,60.0,63.33333333333333,77.5,5.0,Top 5
CHC,2021,2358349,87,0,Chicago Cubs,NL,NL Central,Large,9.5,"Approximate metro population, public estimates",41649,45,1.15,0.7333333333333333,50.4,0.0,127.6,0.6990664782608567,-0.11429765710439976,0.9339199686577592,-0.01666666666666643,-0.01666666666666643,136689908.04,136689908.04,0.5544388170187682,0.9339199686577592,70.0,93.33333333333333,56.666666666666664,93.33333333333333,77.83,3.0,Top 5
CHC,2022,1823433,70,0,Chicago Cubs,NL,NL Central,Large,9.5,"Approximate metro population, public estimates",41649,45,1.15,0.21666666666666667,43.42,0.0,118.7,0.540505618826827,-0.22681799852354334,0.8970340298159193,-0.6833333333333336,-0.6833333333333336,91049479.989,91049479.989,0.4378068172365075,0.8970340298159193,33.33333333333333,53.333333333333336,3.3333333333333335,60.0,37.33,21.0,Middle 20
CHC,2023,1544501,64,0,Chicago Cubs,NL,NL Central,Large,9.5,"Approximate metro population, public estimates",41649,45,1.15,0.15,42.53,0.0,117.6,0.45782404332029375,-0.15297079739151365,0.849981969071444,-0.48333333333333356,-0.48333333333333356,75540771.6595,75540771.6595,0.4031648145801294,0.849981969071444,23.333333333333332,36.666666666666664,20.0,30.0,27.67,26.0,Bottom 5
CHC,2024,2209416,78,0,Chicago Cubs,NL,NL Central,Large,9.5,"Approximate metro population, public estimates",41649,45,1.15,0.4166666666666667,46.12,0.0,122.2,0.654919463630357,0.4305047390710657,0.8904319872638213,0.3666666666666664,0.3666666666666664,117183005.808,117183005.808,0.6576939133989003,0.8904319872638213,80.0,56.666666666666664,63.33333333333333,56.666666666666664,66.17,10.0,Middle 20
CWS,2015,2549818,95,1,Chicago White Sox,AL,AL Central,Large,9.5,"Approximate metro population, public estimates",40615,45,1.15,0.9,52.65,1.0,153.5,0.7750642513332816,0.0,1.0,0.0,0.5,154385105.35499996,154385105.35499996,0.6375321256666409,1.0,93.33333333333333,90.0,86.66666666666667,51.66666666666667,84.75,3.0,Top 5
CWS,2016,1777780,67,0,Chicago White Sox,AL,AL Central,Large,9.5,"Approximate metro population, public estimates",40615,45,1.15,0.21666666666666667,43.42,0.5,130.2,0.5403890492322516,-0.302781610295323,0.8340595732180383,-0.7,-0.44999999999999996,88769888.74000001,88769888.74000001,0.4030140153468046,0.8340595732180383,23.333333333333332,66.66666666666666,15.0,26.666666666666668,35.17,24.0,Middle 20
CWS,2017,2566991,94,1,Chicago White Sox,AL,AL Central,Large,9.5,"Approximate metro population, public estimates",40615,45,1.15,0.9333333333333333,53.1,0.6666666666666666,146.4,0.7802843017008555,0.4439306325867092,0.8629784496487417,0.43333333333333357,0.7666666666666668,156753305.415,156753305.415,0.7168694214092904,0.8629784496487417,96.66666666666667,90.0,90.0,33.33333333333333,83.83,3.0,Top 5
CWS,2018,2062096,84,0,Chicago White Sox,AL,AL Central,Large,9.5,"Approximate metro population, public estimates",40615,45,1.15,0.6333333333333333,49.05,0.3333333333333333,133.6,0.626812145971734,-0.1966874835166933,0.8825085916111695,0.11666666666666643,0.2833333333333331,116317680.11999999,116317680.11999999,0.48486135000948605,0.8825085916111695,56.666666666666664,73.33333333333333,66.66666666666666,40.0,61.17,12.0,Middle 20
CWS,2019,2485945,90,1,Chicago White Sox,AL,AL Central,Large,9.5,"Approximate metro population, public estimates",40615,45,1.15,0.8,51.3,0.6666666666666666,144.1,0.755648873872847,0.20554280693042415,0.8874111516564233,0.03333333333333357,0.36666666666666686,146658325.27499998,146658325.27499998,0.6510629265831354,0.8874111516564233,80.0,86.66666666666667,76.66666666666667,43.333333333333336,75.83,6.0,Middle 20
CWS,2020,1908299,81,0,Chicago White Sox,AL,AL Central,Large,9.5,"Approximate metro population, public estimates",40615,45,1.15,0.45,46.58,0.3333333333333333,130.4,0.580062708693346,-0.23236475465064588,0.9025901241576639,-0.2,-0.033333333333333354,102221852.53299999,102221852.53299999,0.4575876967234275,0.9025901241576639,26.666666666666668,56.666666666666664,36.666666666666664,73.33333333333333,44.67,20.0,Middle 20
CWS,2021,1619057,72,0,Chicago White Sox,AL,AL Central,Large,9.5,"Approximate metro population, public estimates",40615,45,1.15,0.4,45.9,0.3333333333333333,129.6,0.49214226331875804,-0.1515705872088179,0.890107389708979,-0.45,-0.2833333333333333,85461923.74499999,85461923.74499999,0.4307053322844193,0.890107389708979,33.33333333333333,50.0,25.0,66.66666666666666,41.67,22.0,Middle 20
CWS,2022,2735425,97,1,Chicago White Sox,AL,AL Central,Large,9.5,"Approximate metro population, public estimates",40615,45,1.15,0.8833333333333333,52.42,0.3333333333333333,137.9,0.8314829253316676,0.6895174166196743,0.843978833296704,0.6833333333333336,0.8500000000000002,164899625.27499998,164899625.27499998,0.7991155251449283,0.843978833296704,96.66666666666667,93.33333333333333,96.66666666666667,20.0,84.17,1.0,Top 5
CWS,2023,1632971,72,0,Chicago White Sox,AL,AL Central,Large,9.5,"Approximate metro population, public estimates",40615,45,1.15,0.3333333333333333,45.0,0.3333333333333333,128.4,0.496371680474434,-0.40302841423179214,0.8404653022202102,-0.4166666666666664,-0.24999999999999975,84506249.25,84506249.25,0.3575450622343215,0.8404653022202102,10.0,43.333333333333336,26.666666666666668,20.0,24.83,27.0,Bottom 5
CWS,2024,2399663,95,1,Chicago White Sox,AL,AL Central,Large,9.5,"Approximate metro population, public estimates",40615,45,1.15,0.8833333333333333,52.42,0.6666666666666666,145.6,0.7294218671870607,0.46950741929893436,0.8295838478843416,0.35,0.6833333333333333,144658884.629,144658884.629,0.6894837503893494,0.8295838478843416,86.66666666666667,76.66666666666667,90.0,6.666666666666667,72.33,7.0,Middle 20
CIN,2015,1705738,79,0,Cincinnati Reds,NL,NL Central,Medium,2.2,"Approximate metro population, public estimates",42319,35,1.0,0.48333333333333334,36.57,0.0,107.2,0.4976132192906376,0.0,1.0,0.0,0.0,62378838.660000004,62378838.660000004,0.4988066096453188,1.0,36.666666666666664,36.666666666666664,36.666666666666664,51.66666666666667,38.92,22.0,Middle 20
CIN,2016,2105114,90,1,Cincinnati Reds,NL,NL Central,Medium,2.2,"Approximate metro population, public estimates",42319,35,1.0,0.95,41.48,0.5,124.3,0.6141227753112092,0.2341367783328976,0.91761530286482,0.275,0.525,87320128.72,87320128.72,0.594999407955034,0.91761530286482,73.33333333333333,63.33333333333333,83.33333333333334,60.0,70.33,8.0,Middle 20
CIN,2017,1886951,79,0,Cincinnati Reds,NL,NL Central,Medium,2.2,"Approximate metro population, public estimates",42319,35,1.0,0.5333333333333333,37.1,0.3333333333333333,114.7,0.5504783042610811,-0.10363476752327905,0.9416621727231614,-0.18333333333333357,-0.016666666666666913,70005882.10000001,70005882.10000001,0.48474600343051116,0.9416621727231614,43.333333333333336,33.33333333333333,36.666666666666664,80.0,44.5,19.0,Middle 20
CIN,2018,1700097,70,0,Cincinnati Reds,NL,NL Central,Medium,2.2,"Approximate metro population, public estimates",42319,35,1.0,0.31666666666666665,34.83,0.3333333333333333,111.4,0.49596757607343867,-0.09902429898815601,0.9442067870881262,-0.48333333333333356,-0.3166666666666669,59214378.51,59214378.51,0.4592794100617119,0.9442067870881262,40.0,33.33333333333333,16.666666666666664,90.0,40.83,21.0,Middle 20
CIN,2019,1656667,76,0,Cincinnati Reds,NL,NL Central,Medium,2.2,"Approximate metro population, public estimates",42319,35,1.0,0.4666666666666667,36.4,0.0,107.0,0.4832977861562343,-0.02554560122157734,0.9402982323918184,0.05,0.05,60302678.8,60302678.8,0.47033705087067745,0.9402982323918184,43.333333333333336,33.33333333333333,46.666666666666664,83.33333333333334,47.0,18.0,Middle 20
CIN,2020,2023427,81,0,Cincinnati Reds,NL,NL Central,Medium,2.2,"Approximate metro population, public estimates",42319,35,1.0,0.45,36.23,0.0,106.7,0.5902923095279562,0.22138426129089317,0.9503551752738119,0.26666666666666644,0.26666666666666644,73308760.21,73308760.21,0.5880810139051543,0.9503551752738119,60.0,36.666666666666664,50.0,96.66666666666667,56.5,13.0,Middle 20
CIN,2021,1420115,68,0,Cincinnati Reds,NL,NL Central,Medium,2.2,"Approximate metro population, public estimates",42319,35,1.0,0.26666666666666666,34.3,0.0,104.0,0.4142887107591693,-0.29816346228453017,0.9275911703962021,-0.35,-0.35,48709944.49999999,48709944.49999999,0.3645012824075026,0.9275911703962021,13.333333333333334,10.0,16.666666666666664,86.66666666666667,24.0,25.0,Middle 20
CIN,2022,2530399,99,1,Cincinnati Reds,NL,NL Central,Medium,2.2,"Approximate metro population, public estimates",42319,35,1.0,0.9666666666666667,41.65,0.3333333333333333,121.2,0.7381907376629999,0.7818268238839812,0.8588900452060755,0.8166666666666664,0.9833333333333331,105391118.35,105391118.35,0.7792745861040141,0.8588900452060755,93.33333333333333,60.0,100.0,33.33333333333333,75.67,7.0,Middle 20
